suite	backend	ref	commit	toolchain	repeat	file	proof	vc	goal_hash	status	category	milliseconds	message	goal
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/GCD.lean	gcd_correct	1185000637665826843	1185000637665826843	pass	-	54	-	x > 0
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/IsNonPrime.lean	IsNonPrime_correct	3150397294412475763	3150397294412475763	fail	tactic	77	backend returned without closing the goal	True ↔ ¬isPrime n
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/IsNonPrime.lean	IsNonPrime_correct	8498703091421742660	8498703091421742660	pass	-	114	-	2 ≤ i + 1
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/IsNonPrime.lean	IsNonPrime_correct	15405612526479945524	15405612526479945524	pass	-	109	-	true = false ↔ ∀ (d : ℕ), 2 ≤ d → d < i + 1 → n % d ≠ 0
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/IsNonPrime.lean	IsNonPrime_correct	3635621084297233985	3635621084297233985	pass	-	118	-	(i + 1 - 1) * (i + 1 - 1) ≤ n
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/IsNonPrime.lean	IsNonPrime_correct	8498703091421742660	8498703091421742660	pass	-	107	-	2 ≤ i + 1
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/IsNonPrime.lean	IsNonPrime_correct	15497101072354692966	15497101072354692966	pass	-	113	-	ret = false ↔ ∀ (d : ℕ), 2 ≤ d → d < i + 1 → n % d ≠ 0
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/IsNonPrime.lean	IsNonPrime_correct	3635621084297233985	3635621084297233985	pass	-	111	-	(i + 1 - 1) * (i + 1 - 1) ≤ n
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/IsNonPrime.lean	IsNonPrime_correct	8419734978408419013	8419734978408419013	pass	-	100	-	2 ≤ i
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/IsNonPrime.lean	IsNonPrime_correct	18150307703072330979	18150307703072330979	pass	-	104	-	ret = false ↔ ∀ (d : ℕ), 2 ≤ d → d < i → n % d ≠ 0
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/IsNonPrime.lean	IsNonPrime_correct	1456886557593529150	1456886557593529150	pass	-	100	-	(i - 1) * (i - 1) ≤ n
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/IsNonPrime.lean	IsNonPrime_correct	16017810969246570786	16017810969246570786	pass	-	93	-	¬i * i ≤ n
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/IsNonPrime.lean	IsNonPrime_correct	12543135627460772462	12543135627460772462	pass	-	38	-	2 ≤ 2
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/IsNonPrime.lean	IsNonPrime_correct	1572539502098385654	1572539502098385654	pass	-	68	-	True ↔ ∀ (d : ℕ), 2 ≤ d → d < 2 → n % d ≠ 0
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/IsNonPrime.lean	IsNonPrime_correct	11076373139303988464	11076373139303988464	pass	-	51	-	(2 - 1) * (2 - 1) ≤ n
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/IsNonPrime.lean	IsNonPrime_correct	15559572021364972958	15559572021364972958	fail	tactic	228	backend returned without closing the goal	ret_1 = true ↔ ¬isPrime n
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/IsSorted.lean	IsSorted_correct	11207960766534651515	11207960766534651515	pass	-	189	-	0 ≤ i + 1 ∧ i + 1 ≤ a.size - 1
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/IsSorted.lean	IsSorted_correct	4413675682266163545	4413675682266163545	pass	-	165	-	false = true → ∀ (k : ℕ), 0 ≤ k → k < i + 1 → a[k]! ≤ a[k + 1]!
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/IsSorted.lean	IsSorted_correct	9518487208184120090	9518487208184120090	pass	-	157	-	∃ k, 0 ≤ k ∧ k < a.size - 1 ∧ a[k]! > a[k + 1]!
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/IsSorted.lean	IsSorted_correct	11207960766534651515	11207960766534651515	pass	-	158	-	0 ≤ i + 1 ∧ i + 1 ≤ a.size - 1
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/IsSorted.lean	IsSorted_correct	16465854614385299804	16465854614385299804	pass	-	171	-	sorted = true → ∀ (k : ℕ), 0 ≤ k → k < i + 1 → a[k]! ≤ a[k + 1]!
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/IsSorted.lean	IsSorted_correct	1749803822950348457	1749803822950348457	pass	-	181	-	sorted = false → ∃ k, 0 ≤ k ∧ k < a.size - 1 ∧ a[k]! > a[k + 1]!
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/IsSorted.lean	IsSorted_correct	6461838523585744673	6461838523585744673	pass	-	144	-	0 ≤ i ∧ i ≤ a.size - 1
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/IsSorted.lean	IsSorted_correct	5698263445699273715	5698263445699273715	pass	-	173	-	sorted = true → ∀ (k : ℕ), 0 ≤ k → k < i → a[k]! ≤ a[k + 1]!
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/IsSorted.lean	IsSorted_correct	1749803822950348457	1749803822950348457	pass	-	168	-	sorted = false → ∃ k, 0 ≤ k ∧ k < a.size - 1 ∧ a[k]! > a[k + 1]!
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/IsSorted.lean	IsSorted_correct	16458001095677251802	16458001095677251802	pass	-	146	-	i = a.size - 1 ∨ sorted = false
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/IsSorted.lean	IsSorted_correct	11716511832970583731	11716511832970583731	pass	-	70	-	0 ≤ 0 ∧ 0 ≤ a.size - 1
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/IsSorted.lean	IsSorted_correct	13412663338101939313	13412663338101939313	pass	-	82	-	∀ (k : ℕ), 0 ≤ k → k < 0 → a[k]! ≤ a[k + 1]!
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/IsSorted.lean	IsSorted_correct	10877051663303345536	10877051663303345536	pass	-	107	-	true = false → ∃ k, 0 ≤ k ∧ k < a.size - 1 ∧ a[k]! > a[k + 1]!
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/IsSorted.lean	IsSorted_correct	2102916384874846137	2102916384874846137	fail	tactic	10324	backend returned without closing the goal	sorted_1 = true ↔ ∀ (i j : ℕ), 0 ≤ i → i < j → j < a.size → a[i]! ≤ a[j]!
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/MaxElem.lean	maxElem_correct	6189042491608852705	6189042491608852705	pass	-	163	-	0 ≤ i + 1 ∧ i + 1 ≤ arr.size
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/MaxElem.lean	maxElem_correct	13979591039540523316	13979591039540523316	pass	-	126	-	∀ j < i + 1, arr[i]! ≥ arr[j]!
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/MaxElem.lean	maxElem_correct	6189042491608852705	6189042491608852705	pass	-	141	-	0 ≤ i + 1 ∧ i + 1 ≤ arr.size
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/MaxElem.lean	maxElem_correct	3496913807798796367	3496913807798796367	pass	-	134	-	∀ j < i + 1, mx ≥ arr[j]!
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/MaxElem.lean	maxElem_correct	13935834157065255340	13935834157065255340	pass	-	93	-	0 ≤ i ∧ i ≤ arr.size
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/MaxElem.lean	maxElem_correct	10716558625718226994	10716558625718226994	pass	-	99	-	∀ j < i, mx ≥ arr[j]!
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/MaxElem.lean	maxElem_correct	12429897440204793908	12429897440204793908	pass	-	89	-	i = arr.size
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/MaxElem.lean	maxElem_correct	6662270672118944889	6662270672118944889	pass	-	79	-	0 ≤ 0 + 1 ∧ 0 + 1 ≤ arr.size
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/MaxElem.lean	maxElem_correct	10294878435885712953	10294878435885712953	pass	-	68	-	∀ j < 0 + 1, arr[0]! ≥ arr[j]!
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/MaxElem.lean	maxElem_correct	15821608085576758365	15821608085576758365	fail	tactic	194	backend returned without closing the goal	isMax mx_1 arr
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/MemAlloc.lean	mem_alloc_correct	633235845480694220	633235845480694220	fail	tactic	89	backend returned without closing the goal	∀ (b : addr),   List.find? (fun x => decide (block_size x ≥ size)) Ps = some b → 0 = b ∧ distPath nextOld free_listOld (Ps.erase b) 0
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/MemAlloc.lean	mem_alloc_correct	12262280732602434251	12262280732602434251	fail	tactic	58	backend returned without closing the goal	∀ (b : addr),   List.find? (fun x => decide (block_size x ≥ size)) Ps = some b →     free_listOld = b ∧ distPath nextOld (nextOld free_listOld) (Ps.erase b) 0
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/MemAlloc.lean	mem_alloc_correct	5395433166570123997	5395433166570123997	fail	tactic	75	backend returned without closing the goal	distPath nextOld free_listOld Ps 0
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/MemAlloc.lean	mem_alloc_correct	7858921023181799469	7858921023181799469	fail	tactic	77	backend returned without closing the goal	∃ Qs, distPath nextOld free_listOld Qs (nextOld p) ∧ ∀ a ∈ Qs, block_size a < size
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/MemAlloc.lean	mem_alloc_correct	12307778664191690486	12307778664191690486	fail	tactic	74	backend returned without closing the goal	∃ Qs, distPath nextOld free_listOld Qs p
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/MemAlloc.lean	mem_alloc_correct	14651957694487509304	14651957694487509304	fail	tactic	78	backend returned without closing the goal	p ≠ 0
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/MemAlloc.lean	mem_alloc_correct	5395433166570123997	5395433166570123997	fail	tactic	76	backend returned without closing the goal	distPath nextOld free_listOld Ps 0
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/MemAlloc.lean	mem_alloc_correct	12933711973000179377	12933711973000179377	fail	tactic	72	backend returned without closing the goal	∃ Qs, distPath nextOld free_listOld Qs p ∧ ∀ a ∈ Qs, block_size a < size
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/MemAlloc.lean	mem_alloc_correct	1502598827083788742	1502598827083788742	fail	tactic	69	backend returned without closing the goal	p = nextOld q
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/MemAlloc.lean	mem_alloc_correct	5948121399058639032	5948121399058639032	fail	tactic	70	backend returned without closing the goal	∃ Qs, distPath nextOld free_listOld Qs q
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/MemAlloc.lean	mem_alloc_correct	7320909626913503829	7320909626913503829	fail	tactic	70	backend returned without closing the goal	q ≠ 0
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/MemAlloc.lean	mem_alloc_correct	13680370559755953061	13680370559755953061	fail	tactic	71	backend returned without closing the goal	¬(p ≠ 0 ∧ block_size p < size)
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/MemAlloc.lean	mem_alloc_correct	5395433166570123997	5395433166570123997	fail	tactic	32	backend returned without closing the goal	distPath nextOld free_listOld Ps 0
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/MemAlloc.lean	mem_alloc_correct	9725332222063365643	9725332222063365643	fail	tactic	50	backend returned without closing the goal	∃ Qs, distPath nextOld free_listOld Qs (nextOld free_listOld) ∧ ∀ a ∈ Qs, block_size a < size
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/MemAlloc.lean	mem_alloc_correct	400422252958227942	400422252958227942	fail	tactic	35	backend returned without closing the goal	∃ Qs, distPath nextOld free_listOld Qs free_listOld
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/MemAlloc.lean	mem_alloc_correct	880346177993498408	880346177993498408	fail	tactic	29	backend returned without closing the goal	free_listOld ≠ 0
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/MemAlloc.lean	mem_alloc_correct	15369885961681168000	15369885961681168000	fail	tactic	148	backend returned without closing the goal	∀ (b : addr),   List.find? (fun x => decide (block_size x ≥ size)) Ps = some b →     i = b ∧ distPath (Function.update nextOld q_1 (nextOld i)) free_listOld (Ps.erase b) 0
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/MemAlloc.lean	mem_alloc_correct	633235845480694220	633235845480694220	fail	tactic	156	backend returned without closing the goal	∀ (b : addr),   List.find? (fun x => decide (block_size x ≥ size)) Ps = some b → 0 = b ∧ distPath nextOld free_listOld (Ps.erase b) 0
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/Recursion.lean	simple_recursion_correct	9632926918213658529	9632926918213658529	pass	-	63	-	0 = x
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/Recursion.lean	simple_recursion_correct	16321134497628070328	16321134497628070328	pass	-	53	-	x_1 + 1 = x
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/Recursion.lean	pickGreater_correct	15399959404188881270	15399959404188881270	pass	-	48	-	∃ h, h > inp + 200
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/Recursion.lean	pickGreater_correct	6729724634728447689	6729724634728447689	pass	-	49	-	i > inp + 10
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/Recursion.lean	pickGreaterN_correct	6331840417009367668	6331840417009367668	pass	-	45	-	0 ≥ n * 10
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/Recursion.lean	pickGreaterN_correct	928177310960349346	928177310960349346	pass	-	88	-	x_1 ≥ n * 10
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/Recursion.lean	calc_fact_correct	14502607232842720358	14502607232842720358	fail	tactic	87	backend returned without closing the goal	fact n = 0
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/Recursion.lean	calc_fact_correct	5360899794933563671	5360899794933563671	pass	-	79	-	i + 1 ≤ n
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/Recursion.lean	calc_fact_correct	16083086069592683677	16083086069592683677	pass	-	84	-	(i + 1) * x = ans + x_1
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/Recursion.lean	calc_fact_correct	17426933449823366573	17426933449823366573	pass	-	80	-	n - (i + 1) < n - i
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/Recursion.lean	calc_fact_correct	8436330743851721663	8436330743851721663	pass	-	62	-	i ≤ n
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/Recursion.lean	calc_fact_correct	5516634396000359850	5516634396000359850	pass	-	73	-	i * x = ans
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/Recursion.lean	calc_fact_correct	3040060259141493307	3040060259141493307	pass	-	68	-	¬i < n
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/Recursion.lean	calc_fact_correct	8843960039229350233	8843960039229350233	pass	-	51	-	0 ≤ n
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/Recursion.lean	calc_fact_correct	414362943496193222	414362943496193222	pass	-	50	-	0 * x = 0
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/Recursion.lean	calc_fact_correct	17682712502848666117	17682712502848666117	fail	tactic	155	backend returned without closing the goal	fact n = i_1
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/Recursion.lean	SimpleOption_correct	10153057550358142642	10153057550358142642	pass	-	44	-	1 > 0
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/Recursion.lean	SimpleOption_correct	1511426402368662420	1511426402368662420	pass	-	44	-	val✝ + 2 > 0
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/Recursion.lean	SimpleList_correct	12303175613740643342	12303175613740643342	pass	-	59	-	x + i > 0
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/Recursion.lean	SimpleList_correct	10153057550358142642	10153057550358142642	pass	-	52	-	1 > 0
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/Recursion.lean	insertTree_correct	419217539048902517	419217539048902517	pass	-	40	-	∀ (x : ℕ), x = elem ∨ contains (mt1.Leaf a✝) x ↔ contains (mt1.Leaf a✝) x
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/Recursion.lean	insertTree_correct	785945476856620183	785945476856620183	pass	-	35	-	contains (mt1.Leaf a✝) elem
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/Recursion.lean	insertTree_correct	14100858011260313832	14100858011260313832	pass	-	47	-	∀ (x : ℕ), x = elem ∨ contains (mt1.Leaf a✝) x ↔ contains ((mt1.Leaf a✝).Node mt1.Empty elem) x
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/Recursion.lean	insertTree_correct	5439148242694091386	5439148242694091386	pass	-	44	-	(∀ (x : ℕ), contains (mt1.Leaf a✝) x → x < elem) ∧ ∀ (x : ℕ), contains mt1.Empty x → x > elem
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/Recursion.lean	insertTree_correct	13358020527010658417	13358020527010658417	pass	-	43	-	contains ((mt1.Leaf a✝).Node mt1.Empty elem) elem
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/Recursion.lean	insertTree_correct	8603391761408256204	8603391761408256204	pass	-	55	-	∀ (x : ℕ), x = elem ∨ contains (mt1.Leaf a✝) x ↔ contains (mt1.Empty.Node (mt1.Leaf a✝) elem) x
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/Recursion.lean	insertTree_correct	403261720200322615	403261720200322615	pass	-	48	-	(∀ (x : ℕ), contains mt1.Empty x → x < elem) ∧ ∀ (x : ℕ), contains (mt1.Leaf a✝) x → x > elem
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/Recursion.lean	insertTree_correct	13334821868243949956	13334821868243949956	pass	-	38	-	contains (mt1.Empty.Node (mt1.Leaf a✝) elem) elem
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/Recursion.lean	insertTree_correct	10034441991535992553	10034441991535992553	pass	-	38	-	∀ (x : ℕ), x = elem ∨ contains mt1.Empty x ↔ contains (mt1.Leaf elem) x
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/Recursion.lean	insertTree_correct	8410732340261024813	8410732340261024813	pass	-	90	-	∀ (x : ℕ), x = elem ∨ contains (a✝².Node a✝¹ a✝) x ↔ contains (a✝².Node a✝¹ a✝) x
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/Recursion.lean	insertTree_correct	13887296291903300382	13887296291903300382	pass	-	84	-	ordered_tree (a✝².Node a✝¹ a✝)
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/Recursion.lean	insertTree_correct	6517665507579609563	6517665507579609563	pass	-	75	-	contains (a✝².Node a✝¹ a✝) elem
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/Recursion.lean	insertTree_correct	1926823926199498616	1926823926199498616	pass	-	77	-	ordered_tree a✝¹
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/Recursion.lean	insertTree_correct	4691160922418792609	4691160922418792609	pass	-	94	-	∀ (x_1 : ℕ), x_1 = elem ∨ contains (a✝².Node a✝¹ a✝) x_1 ↔ contains (a✝².Node x a✝) x_1
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/Recursion.lean	insertTree_correct	5459752633259142580	5459752633259142580	pass	-	97	-	ordered_tree (a✝².Node x a✝)
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/Recursion.lean	insertTree_correct	14235806948139691359	14235806948139691359	pass	-	88	-	contains (a✝².Node x a✝) elem
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/Recursion.lean	insertTree_correct	275146994291977655	275146994291977655	pass	-	76	-	ordered_tree a✝²
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/Recursion.lean	insertTree_correct	7037529583856086989	7037529583856086989	pass	-	94	-	∀ (x_1 : ℕ), x_1 = elem ∨ contains (a✝².Node a✝¹ a✝) x_1 ↔ contains (x.Node a✝¹ a✝) x_1
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/Recursion.lean	insertTree_correct	5348143843544294657	5348143843544294657	pass	-	95	-	ordered_tree (x.Node a✝¹ a✝)
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/Recursion.lean	insertTree_correct	11865403806314311412	11865403806314311412	pass	-	89	-	contains (x.Node a✝¹ a✝) elem
velvet	auto	origin/master	d254391d5e84546f96576e5b67dfb6bafe9fc301	leanprover/lean4:v4.24.0	1	Velvet/Examples/Recursion.lean	complex_measure_binsearch_correct	4528940613904177901	4528940613904177901	fail	tactic	5204	backend returned without closing the goal	x ≤ (l + 1) * (l + 1)
