suite	lane	repeat	vc_key	declaration	goal_hash	outcome	replay	detail	total_nanos	phases	metrics
velvet	crush-verify	1	Velvet/Examples/SpMSpV_Example.lean|SpMSpV_correct|14915918579342464454	SpMSpV_correct	14801354580617985578	verified	not-requested	solver returned unsat; closed under the trust policy	175482000	collect=550375,pre-reconstruct=2627708,normalize=5616834,monomorphize=58358000,instantiate=17780625,translate=37079083,solve=53469375	
velvet	crush-verify	1	Velvet/Examples/SpMSpV_Example.lean|SpMSpV_correct|9290686424640906065	SpMSpV_correct	4686021491981357338	verified	not-requested	solver returned unsat; closed under the trust policy	563989250	collect=499875,pre-reconstruct=21854375,normalize=6706792,monomorphize=67192250,instantiate=105319708,translate=91412875,solve=271003375	
velvet	crush-verify	1	Velvet/Examples/SpMSpV_Example.lean|SpMSpV_correct|4823872097887552574	SpMSpV_correct	14465487365256530385	verified	not-requested	solver returned unsat; closed under the trust policy	172540416	collect=509333,pre-reconstruct=2447250,normalize=5629500,monomorphize=58037083,instantiate=14864458,translate=35350375,solve=55702417	
velvet	crush-verify	1	Velvet/Examples/SpMSpV_Example.lean|SpMSpV_correct|9413868035314052637	SpMSpV_correct	954402073916344576	verified	not-requested	solver returned unsat; closed under the trust policy	200763375	collect=531875,pre-reconstruct=18026625,normalize=5937541,monomorphize=60453125,instantiate=21850042,translate=38471667,solve=55492500	
velvet	crush-verify	1	Velvet/Examples/SpMSpV_Example.lean|SpMSpV_correct|4033875047981720732	SpMSpV_correct	6105912413912116647	verified	not-requested	solver returned unsat; closed under the trust policy	621621001	collect=502042,pre-reconstruct=20946250,normalize=6427542,monomorphize=67217417,instantiate=97475292,translate=87177625,solve=341874833	
velvet	crush-verify	1	Velvet/Examples/SpMSpV_Example.lean|SpMSpV_correct|4823872097887552574	SpMSpV_correct	14465487365256530385	verified	not-requested	solver returned unsat; closed under the trust policy	141525625	collect=422625,pre-reconstruct=2279833,normalize=4650958,monomorphize=48106167,instantiate=9396459,translate=27828125,solve=48841458	
velvet	crush-verify	1	Velvet/Examples/SpMSpV_Example.lean|SpMSpV_correct|14915918579342464454	SpMSpV_correct	14801354580617985578	verified	not-requested	solver returned unsat; closed under the trust policy	138763166	collect=434125,pre-reconstruct=2318375,normalize=4626750,monomorphize=47281208,instantiate=8148708,translate=27419125,solve=48534875	
velvet	crush-verify	1	Velvet/Examples/SpMSpV_Example.lean|SpMSpV_correct|10972595422634862877	SpMSpV_correct	282711820722505660	verified	not-requested	solver returned unsat; closed under the trust policy	248788083	collect=453541,pre-reconstruct=7965958,normalize=5916583,monomorphize=51839458,instantiate=62853834,translate=67193584,solve=52565125	
velvet	crush-verify	1	Velvet/Examples/SpMSpV_Example.lean|SpMSpV_correct|8550776788309984180	SpMSpV_correct	11199427504012316075	verified	not-requested	solver returned unsat; closed under the trust policy	187865709	collect=444250,pre-reconstruct=3754958,normalize=4893459,monomorphize=51869833,instantiate=30079667,translate=39678833,solve=57144709	
velvet	crush-verify	1	Velvet/Examples/SpMSpV_Example.lean|SpMSpV_correct|3184815126966959579	SpMSpV_correct	4431820435980120265	verified	not-requested	solver returned unsat; closed under the trust policy	121824625	collect=405750,pre-reconstruct=120959,normalize=4042792,monomorphize=37156500,instantiate=6476416,translate=21343666,solve=52278542	
velvet	crush-verify	1	Velvet/Examples/SpMSpV_Example.lean|SpMSpV_correct|5592904318722155373	SpMSpV_correct	14215810846060684506	verified	not-requested	solver returned unsat; closed under the trust policy	118936501	collect=450834,pre-reconstruct=115958,normalize=3991666,monomorphize=34942084,instantiate=6194167,translate=20624000,solve=52617792	
velvet	crush-verify	1	Velvet/Examples/SpMSpV_Example.lean|SpMSpV_correct|9139246173028146264	SpMSpV_correct	17952347404366761422	verified	not-requested	solver returned unsat; closed under the trust policy	249672499	collect=377125,pre-reconstruct=5454750,normalize=4929041,monomorphize=40575625,instantiate=65113834,translate=77079083,solve=56143041	
velvet	crush-verify	1	Velvet/Examples/SpMSpV_Example.lean|SpMSpV_correct|1600226093076966364	SpMSpV_correct	16517394122866365312	verified	not-requested	solver returned unsat; closed under the trust policy	283829708	collect=447500,pre-reconstruct=4854375,normalize=5150084,monomorphize=62257750,instantiate=16260458,translate=35296250,solve=159563291	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|18217664312208415458	SubstringSearch_correct	174702952739697047	verified	not-requested	solver returned unsat; closed under the trust policy	49174000	collect=532875,pre-reconstruct=4947917,normalize=339500,monomorphize=109250,instantiate=213666,translate=8789917,solve=34240875	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|14717207787831772510	SubstringSearch_correct	16168922198445788	verified	not-requested	solver returned unsat; closed under the trust policy	43127208	collect=178708,pre-reconstruct=4443083,normalize=1607166,monomorphize=15084,instantiate=34625,translate=4428625,solve=32419917	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|10323933724704776680	SubstringSearch_correct	12116471866077996373	verified	not-requested	solver returned unsat; closed under the trust policy	54471959	collect=137625,pre-reconstruct=1872042,normalize=104000,monomorphize=16333,instantiate=35500,translate=2886167,solve=49420292	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|8391554914672281118	SubstringSearch_correct	4974301628068507188	selected-fact	not-attempted	closed from a selected Lean fact	116125	collect=116125	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|6640297411548399355	SubstringSearch_correct	6640297411548399355	verified	not-requested	solver returned unsat; closed under the trust policy	42409208	collect=69334,pre-reconstruct=104250,normalize=46750,monomorphize=12916,instantiate=37000,translate=1401375,solve=40737583	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|4492008039209323302	SubstringSearch_correct	4492008039209323302	verified	not-requested	solver returned unsat; closed under the trust policy	74298333	collect=832250,pre-reconstruct=887417,normalize=3034042,monomorphize=39125,instantiate=41375,translate=10608333,solve=58855791	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|16506446102682745284	SubstringSearch_correct	16506446102682745284	verified	not-requested	solver returned unsat; closed under the trust policy	64846083	collect=346792,pre-reconstruct=583500,normalize=2814250,monomorphize=36500,instantiate=36708,translate=10198458,solve=50829875	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|4056255141881592010	SubstringSearch_correct	4056255141881592010	selected-fact	not-attempted	closed from a selected Lean fact	303500	collect=303500	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|10653939026877543916	SubstringSearch_correct	10653939026877543916	verified	not-requested	solver returned unsat; closed under the trust policy	74581332	collect=313834,pre-reconstruct=597708,normalize=2867375,monomorphize=39666,instantiate=40500,translate=10191833,solve=60530416	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|18143633401136980304	SubstringSearch_correct	18143633401136980304	verified	not-requested	solver returned unsat; closed under the trust policy	73565125	collect=327500,pre-reconstruct=921667,normalize=4041666,monomorphize=55583,instantiate=51292,translate=17088750,solve=51078667	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|16856248441874989194	SubstringSearch_correct	16856248441874989194	verified	not-requested	solver returned unsat; closed under the trust policy	47884749	collect=410791,pre-reconstruct=777750,normalize=3232917,monomorphize=49167,instantiate=44958,translate=12552250,solve=30816916	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|1598574868652780333	SubstringSearch_correct	2623082850227027838	verified	not-requested	solver returned unsat; closed under the trust policy	55921084	collect=360709,pre-reconstruct=2608833,normalize=3359500,monomorphize=41417,instantiate=42500,translate=11933792,solve=37574333	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|6083540873046640352	SubstringSearch_correct	14001892521180047693	verified	not-requested	solver returned unsat; closed under the trust policy	67568834	collect=370875,pre-reconstruct=7583625,normalize=4280792,monomorphize=43208,instantiate=38417,translate=13493250,solve=41758667	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|18314524564682266162	SubstringSearch_correct	174702952739697047	verified	not-requested	solver returned unsat; closed under the trust policy	65106790	collect=341625,pre-reconstruct=4117417,normalize=3388458,monomorphize=45625,instantiate=42291,translate=13694041,solve=43477333	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|14859665284842375974	SubstringSearch_correct	14695100313578779437	verified	not-requested	solver returned unsat; closed under the trust policy	68521958	collect=292750,pre-reconstruct=5972791,normalize=2941667,monomorphize=39417,instantiate=39250,translate=12150958,solve=47085125	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|16859604855349517182	SubstringSearch_correct	5978146869369588613	verified	not-requested	solver returned unsat; closed under the trust policy	4927461248	collect=351708,pre-reconstruct=5522416,normalize=3932958,monomorphize=49000,instantiate=46250,translate=13482666,solve=4904076250	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|12762377925475098934	SubstringSearch_correct	12762377925475098934	verified	not-requested	solver returned unsat; closed under the trust policy	72193291	collect=271875,pre-reconstruct=580750,normalize=2507666,monomorphize=31666,instantiate=33709,translate=9701625,solve=59066000	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|4492008039209323302	SubstringSearch_correct	4492008039209323302	verified	not-requested	solver returned unsat; closed under the trust policy	70541626	collect=290583,pre-reconstruct=559417,normalize=2504583,monomorphize=31917,instantiate=31250,translate=9149709,solve=57974167	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|16506446102682745284	SubstringSearch_correct	16506446102682745284	verified	not-requested	solver returned unsat; closed under the trust policy	52486461	collect=273917,pre-reconstruct=573709,normalize=2440500,monomorphize=37209,instantiate=35292,translate=9086875,solve=40038959	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|4056255141881592010	SubstringSearch_correct	4056255141881592010	selected-fact	not-attempted	closed from a selected Lean fact	262375	collect=262375	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|18214680451177329292	SubstringSearch_correct	18214680451177329292	verified	not-requested	solver returned unsat; closed under the trust policy	75763251	collect=250250,pre-reconstruct=734375,normalize=2895125,monomorphize=38000,instantiate=36583,translate=9376084,solve=62432834	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|4587180649363296126	SubstringSearch_correct	4587180649363296126	verified	not-requested	solver returned unsat; closed under the trust policy	65379500	collect=335708,pre-reconstruct=640208,normalize=2689125,monomorphize=37375,instantiate=41625,translate=10086250,solve=51549209	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|1598574868652780333	SubstringSearch_correct	2623082850227027838	verified	not-requested	solver returned unsat; closed under the trust policy	86539793	collect=344334,pre-reconstruct=2140042,normalize=2893166,monomorphize=39959,instantiate=35792,translate=10620167,solve=70466333	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|7138545743425854663	SubstringSearch_correct	5155269417983951744	verified	not-requested	solver returned unsat; closed under the trust policy	83283250	collect=297042,pre-reconstruct=4609875,normalize=3184500,monomorphize=37125,instantiate=40416,translate=11034167,solve=64080125	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|4681422515724674825	SubstringSearch_correct	174702952739697047	verified	not-requested	solver returned unsat; closed under the trust policy	55114834	collect=347875,pre-reconstruct=3176583,normalize=2907625,monomorphize=36334,instantiate=34875,translate=10644625,solve=37966917	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|14859665284842375974	SubstringSearch_correct	14695100313578779437	verified	not-requested	solver returned unsat; closed under the trust policy	63603789	collect=281166,pre-reconstruct=5771125,normalize=2939666,monomorphize=35541,instantiate=34041,translate=10028167,solve=44514083	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|15621397202025328223	SubstringSearch_correct	16429357329401941578	verified	not-requested	solver returned unsat; closed under the trust policy	3497158668	collect=297459,pre-reconstruct=3622500,normalize=2967167,monomorphize=35208,instantiate=34500,translate=10664042,solve=3479537792	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|12762377925475098934	SubstringSearch_correct	12762377925475098934	verified	not-requested	solver returned unsat; closed under the trust policy	68882876	collect=318584,pre-reconstruct=641250,normalize=2698500,monomorphize=34542,instantiate=34334,translate=10002333,solve=55153333	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|6640297411548399355	SubstringSearch_correct	6640297411548399355	verified	not-requested	solver returned unsat; closed under the trust policy	62803001	collect=261584,pre-reconstruct=522166,normalize=2331917,monomorphize=31708,instantiate=31709,translate=9007209,solve=50616708	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|12035722151280848636	SubstringSearch_correct	12035722151280848636	verified	not-requested	solver returned unsat; closed under the trust policy	77585375	collect=278833,pre-reconstruct=548166,normalize=2403792,monomorphize=33333,instantiate=37667,translate=9119875,solve=65163709	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|4056255141881592010	SubstringSearch_correct	4056255141881592010	selected-fact	not-attempted	closed from a selected Lean fact	271041	collect=271041	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|11007454110672083430	SubstringSearch_correct	11007454110672083430	verified	not-requested	solver returned unsat; closed under the trust policy	62526668	collect=277875,pre-reconstruct=584125,normalize=2578917,monomorphize=34917,instantiate=35292,translate=10361167,solve=48654375	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|4587180649363296126	SubstringSearch_correct	4587180649363296126	verified	not-requested	solver returned unsat; closed under the trust policy	70555708	collect=281583,pre-reconstruct=600833,normalize=2827667,monomorphize=44167,instantiate=42500,translate=10508958,solve=56250000	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|4995387128902807839	SubstringSearch_correct	2623082850227027838	verified	not-requested	solver returned unsat; closed under the trust policy	51948042	collect=308875,pre-reconstruct=2046167,normalize=2707500,monomorphize=34417,instantiate=35708,translate=10073792,solve=36741583	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|7138545743425854663	SubstringSearch_correct	5155269417983951744	verified	not-requested	solver returned unsat; closed under the trust policy	63405166	collect=284125,pre-reconstruct=4448667,normalize=2928458,monomorphize=34208,instantiate=34250,translate=10586875,solve=45088583	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|4681422515724674825	SubstringSearch_correct	174702952739697047	verified	not-requested	solver returned unsat; closed under the trust policy	72338416	collect=274666,pre-reconstruct=3007083,normalize=2692375,monomorphize=34625,instantiate=33000,translate=9535667,solve=56761000	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|9257442500105266102	SubstringSearch_correct	11774711000685261052	selected-fact	not-attempted	closed from a selected Lean fact	316333	collect=316333	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|15621397202025328223	SubstringSearch_correct	16429357329401941578	verified	not-requested	solver returned unsat; closed under the trust policy	2085294376	collect=301125,pre-reconstruct=4040917,normalize=3211917,monomorphize=45791,instantiate=41459,translate=11451625,solve=2066201542	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|12762377925475098934	SubstringSearch_correct	12762377925475098934	verified	not-requested	solver returned unsat; closed under the trust policy	71308375	collect=269459,pre-reconstruct=615916,normalize=2492667,monomorphize=32000,instantiate=32708,translate=9461125,solve=58404500	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|7110337632391962636	SubstringSearch_correct	2623082850227027838	verified	not-requested	solver returned unsat; closed under the trust policy	75570292	collect=272416,pre-reconstruct=2033375,normalize=2622375,monomorphize=34750,instantiate=33292,translate=9156375,solve=61417709	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|7138545743425854663	SubstringSearch_correct	5155269417983951744	verified	not-requested	solver returned unsat; closed under the trust policy	56324875	collect=283542,pre-reconstruct=4269917,normalize=2857833,monomorphize=34250,instantiate=34375,translate=9716042,solve=39128916	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|12240785285064077065	SubstringSearch_correct	174702952739697047	verified	not-requested	solver returned unsat; closed under the trust policy	80080291	collect=274666,pre-reconstruct=2955417,normalize=2554875,monomorphize=33708,instantiate=32833,translate=8976667,solve=65252125	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|8901178409804151575	SubstringSearch_correct	6856589615962544519	verified	not-requested	solver returned unsat; closed under the trust policy	48432499	collect=276917,pre-reconstruct=3085375,normalize=2589791,monomorphize=34333,instantiate=33333,translate=9281458,solve=33131292	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|8890844706151052704	SubstringSearch_correct	16429357329401941578	verified	not-requested	solver returned unsat; closed under the trust policy	943399250	collect=271083,pre-reconstruct=3603500,normalize=2859000,monomorphize=34500,instantiate=32208,translate=9983584,solve=926615375	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|8801584380004644131	SubstringSearch_correct	8801584380004644131	selected-fact	not-attempted	closed from a selected Lean fact	251709	collect=251709	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|6640297411548399355	SubstringSearch_correct	6640297411548399355	verified	not-requested	solver returned unsat; closed under the trust policy	33623959	collect=58917,pre-reconstruct=83625,normalize=43667,monomorphize=10583,instantiate=27708,translate=1316875,solve=32082584	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|6640297411548399355	SubstringSearch_correct	6640297411548399355	verified	not-requested	solver returned unsat; closed under the trust policy	45601333	collect=104000,pre-reconstruct=90416,normalize=44375,monomorphize=11667,instantiate=27375,translate=1329917,solve=43993583	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|17707774690084689736	SubstringSearch_correct	17707774690084689736	verified	not-requested	solver returned unsat; closed under the trust policy	48211957	collect=101250,pre-reconstruct=94416,normalize=42250,monomorphize=11250,instantiate=27083,translate=1530125,solve=46405583	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|6640297411548399355	SubstringSearch_correct	6640297411548399355	verified	not-requested	solver returned unsat; closed under the trust policy	28850043	collect=99542,pre-reconstruct=84417,normalize=47167,monomorphize=11500,instantiate=26125,translate=1267167,solve=27314125	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|4974301628068507188	SubstringSearch_correct	4974301628068507188	verified	not-requested	solver returned unsat; closed under the trust policy	47721957	collect=105542,pre-reconstruct=101542,normalize=43750,monomorphize=11625,instantiate=27416,translate=1645791,solve=45786291	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|6640297411548399355	SubstringSearch_correct	6640297411548399355	verified	not-requested	solver returned unsat; closed under the trust policy	33453333	collect=113500,pre-reconstruct=98000,normalize=46500,monomorphize=13250,instantiate=32167,translate=1339875,solve=31810041	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|6640297411548399355	SubstringSearch_correct	6640297411548399355	verified	not-requested	solver returned unsat; closed under the trust policy	48649834	collect=100958,pre-reconstruct=89208,normalize=44917,monomorphize=11667,instantiate=28625,translate=1300875,solve=47073584	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|577474350103851300	SubstringSearch_correct	2623082850227027838	verified	not-requested	solver returned unsat; closed under the trust policy	39312336	collect=141000,pre-reconstruct=1520917,normalize=81334,monomorphize=14209,instantiate=32209,translate=2613917,solve=34908750	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|12819951545662893426	SubstringSearch_correct	13993715444541763638	verified	not-requested	solver returned unsat; closed under the trust policy	54058124	collect=181875,pre-reconstruct=2537666,normalize=1018458,monomorphize=12500,instantiate=30542,translate=3250167,solve=47026916	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|16471188947338966842	SubstringSearch_correct	174702952739697047	verified	not-requested	solver returned unsat; closed under the trust policy	33387002	collect=141667,pre-reconstruct=1395917,normalize=69542,monomorphize=12375,instantiate=44875,translate=2254292,solve=29468334	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|9975741777879173881	SubstringSearch_correct	11118364135432655742	verified	not-requested	solver returned unsat; closed under the trust policy	33860540	collect=123041,pre-reconstruct=1936875,normalize=111541,monomorphize=13291,instantiate=33833,translate=2930834,solve=28711125	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|88332911118243609	SubstringSearch_correct	8191945800170699187	verified	not-requested	solver returned unsat; closed under the trust policy	59582999	collect=147416,pre-reconstruct=2563333,normalize=157584,monomorphize=14458,instantiate=31625,translate=3807958,solve=52860625	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|4316548289593557355	SubstringSearch_correct	174702952739697047	verified	not-requested	solver returned unsat; closed under the trust policy	78026583	collect=350709,pre-reconstruct=3213125,normalize=2834875,monomorphize=34584,instantiate=33416,translate=10245708,solve=61314166	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|1800578837535211584	SubstringSearch_correct	16427404187394994162	verified	not-requested	solver returned unsat; closed under the trust policy	3876085126	collect=308334,pre-reconstruct=5256541,normalize=3449167,monomorphize=35375,instantiate=32667,translate=10736542,solve=3856266500	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|10230862668540398183	SubstringSearch_correct	17040693118540766639	verified	not-requested	solver returned unsat; closed under the trust policy	61828458	collect=297750,pre-reconstruct=2797000,normalize=3176375,monomorphize=38417,instantiate=37166,translate=10685292,solve=44796458	
velvet	crush-verify	1	Velvet/Examples/SubstringSearch.lean|SubstringSearch_correct|16982021311738439252	SubstringSearch_correct	10055357480764853091	verified	not-requested	solver returned unsat; closed under the trust policy	69108249	collect=287458,pre-reconstruct=624625,normalize=2495083,monomorphize=37042,instantiate=33125,translate=9588291,solve=56042625	
velvet	crush-verify	1	Velvet/Examples/SumOfDigits.lean|SumOfDigits_correct|4887343456502517186	SumOfDigits_correct	4887343456502517186	verified	not-requested	solver returned unsat; closed under the trust policy	92252875	collect=1305792,pre-reconstruct=4490125,normalize=1790666,monomorphize=103667,instantiate=26614167,translate=7679750,solve=50268708	
velvet	crush-verify	1	Velvet/Examples/SumOfDigits.lean|SumOfDigits_correct|5431800701729144158	SumOfDigits_correct	5431800701729144158	verified	not-requested	solver returned unsat; closed under the trust policy	77332957	collect=184708,pre-reconstruct=235875,normalize=1032875,monomorphize=16916,instantiate=13092542,translate=2767250,solve=60002791	
velvet	crush-verify	1	Velvet/Examples/SumOfDigits.lean|SumOfDigits_correct|7475080825861972690	SumOfDigits_correct	7475080825861972690	verified	not-requested	solver returned unsat; closed under the trust policy	88041001	collect=195750,pre-reconstruct=523167,normalize=1010042,monomorphize=17750,instantiate=14325792,translate=2712250,solve=69256250	
velvet	crush-verify	1	Velvet/Examples/SumOfDigits.lean|SumOfDigits_correct|15970435702129902192	SumOfDigits_correct	15970435702129902192	verified	not-requested	solver returned unsat; closed under the trust policy	50267001	collect=184792,pre-reconstruct=1189083,normalize=908458,monomorphize=15375,instantiate=8894292,translate=2101209,solve=36973792	
velvet	crush-verify	1	Velvet/Examples/SumOfDigits.lean|SumOfDigits_correct|6640297411548399355	SumOfDigits_correct	6640297411548399355	verified	not-requested	solver returned unsat; closed under the trust policy	39913001	collect=186709,pre-reconstruct=82958,normalize=795958,monomorphize=15500,instantiate=3102250,translate=1423417,solve=34306209	
velvet	crush-verify	1	Velvet/Examples/SumOfDigits.lean|SumOfDigits_correct|3871074223281074707	SumOfDigits_correct	3871074223281074707	verified	not-requested	solver returned unsat; closed under the trust policy	61502958	collect=187958,pre-reconstruct=532459,normalize=914083,monomorphize=16833,instantiate=13516500,translate=3145958,solve=43189167	
velvet	crush-verify	1	Velvet/Examples/TestLoopControl.lean|test1_correct|4791612905070682933	test1_correct	4791612905070682933	verified	not-requested	solver returned unsat; closed under the trust policy	58875127	collect=2070209,pre-reconstruct=3545250,normalize=1814667,monomorphize=96042,instantiate=212834,translate=5245334,solve=45890791	
velvet	crush-verify	1	Velvet/Examples/TestLoopControl.lean|test1_correct|4635955882467741603	test1_correct	4635955882467741603	verified	not-requested	solver returned unsat; closed under the trust policy	36486208	collect=172292,pre-reconstruct=1865375,normalize=1488250,monomorphize=19833,instantiate=33875,translate=1513000,solve=31393583	
velvet	crush-verify	1	Velvet/Examples/TestLoopControl.lean|test1_correct|4791612905070682933	test1_correct	4791612905070682933	verified	not-requested	solver returned unsat; closed under the trust policy	43192127	collect=164667,pre-reconstruct=2006292,normalize=1148917,monomorphize=14709,instantiate=33292,translate=1558917,solve=38265333	
velvet	crush-verify	1	Velvet/Examples/TestLoopControl.lean|test1_correct|4982008840348523404	test1_correct	4982008840348523404	verified	not-requested	solver returned unsat; closed under the trust policy	46029082	collect=161250,pre-reconstruct=728708,normalize=741625,monomorphize=14000,instantiate=33833,translate=1203083,solve=43146583	
velvet	crush-verify	1	Velvet/Examples/TestLoopControl.lean|test1_correct|14929476196725773389	test1_correct	14929476196725773389	verified	not-requested	solver returned unsat; closed under the trust policy	40083668	collect=141500,pre-reconstruct=863209,normalize=583875,monomorphize=12292,instantiate=30375,translate=938917,solve=37513500	
velvet	crush-verify	1	Velvet/Examples/TestLoopControl.lean|test1_correct|2311107858308393802	test1_correct	2311107858308393802	verified	not-requested	solver returned unsat; closed under the trust policy	52741792	collect=174542,pre-reconstruct=176375,normalize=763250,monomorphize=14542,instantiate=38125,translate=1370167,solve=50204791	
velvet	crush-verify	1	Velvet/Examples/TestLoopControl.lean|test2_correct|4791612905070682933	test2_correct	4791612905070682933	verified	not-requested	solver returned unsat; closed under the trust policy	50369834	collect=693958,pre-reconstruct=2207208,normalize=1267750,monomorphize=18542,instantiate=38209,translate=1978209,solve=44165958	
velvet	crush-verify	1	Velvet/Examples/TestLoopControl.lean|test2_correct|817407402121334710	test2_correct	817407402121334710	verified	not-requested	solver returned unsat; closed under the trust policy	39167875	collect=150125,pre-reconstruct=502458,normalize=675583,monomorphize=14167,instantiate=33417,translate=1144166,solve=36647959	
velvet	crush-verify	1	Velvet/Examples/TestLoopControl.lean|test2_correct|14929476196725773389	test2_correct	14929476196725773389	verified	not-requested	solver returned unsat; closed under the trust policy	36427126	collect=145375,pre-reconstruct=899333,normalize=595834,monomorphize=13792,instantiate=35417,translate=987625,solve=33749750	
velvet	crush-verify	1	Velvet/Examples/TestLoopControl.lean|test2_correct|2311107858308393802	test2_correct	2311107858308393802	verified	not-requested	solver returned unsat; closed under the trust policy	41313626	collect=161792,pre-reconstruct=123375,normalize=767417,monomorphize=14208,instantiate=44834,translate=1543084,solve=38658916	
velvet	crush-verify	1	Velvet/Examples/TestLoopControl.lean|sum_even_correct|8140981983620881888	sum_even_correct	8140981983620881888	selected-fact	not-attempted	closed from a selected Lean fact	216625	collect=216625	
